card_id,customer_id,card_number,card_type,credit_limit,card_status,issue_date
35,17,4598802627365983,Visa,1000,Active,2024-07-03
36,17,2223573305002779,Visa,2500,Active,2022-02-07
37,18,2720347296796329,Visa,1000,Active,2022-07-23
38,18,2576455276623523,Visa,500,Active,2015-10-12
39,19,2232173255202831,Mastercard,1000,Active,2018-07-25
40,19,2447662806829432,Visa,500,Active,2018-10-01
41,19,4057693331658498,Visa,500,Active,2024-12-03
42,20,4218775350924095,Visa,500,Active,2018-01-11
43,20,4194987329715730,Mastercard,500,Active,2011-10-30
44,21,4183286106821875,Mastercard,500,Active,2024-12-23
45,21,5339294031718984,Mastercard,1000,Active,2025-04-12
46,22,4679643064249484,Visa,500,Active,2024-05-15
47,22,4684936395071830,Visa,1000,Active,2020-04-11
48,22,5362579071808350,Mastercard,1000,Active,2025-09-07
49,23,2256619677203758,Mastercard,500,Stolen,2001-09-27
50,24,2654631923564055,Visa,5000,Active,2025-03-03
51,25,4879675260567168,Visa,500,Active,2015-05-05
52,26,4810721385913861,Visa,500,Stolen,2008-04-15
53,27,5351077038026656,Mastercard,10000,Active,2025-04-19
54,28,4810933710647300,Mastercard,1000,Stolen,2025-09-24
55,28,2261042707995116,Mastercard,10000,Active,2025-08-10
56,29,2238411231970400,Visa,1000,Active,1995-09-24
57,29,2224291339847361,Visa,10000,Active,2017-10-07
58,30,4494945886261693,Mastercard,500,Active,2016-04-22
59,31,4039475821199149,Mastercard,1000,Active,2023-11-23
60,32,2246505839390935,Mastercard,2500,Active,2025-08-21
61,32,2270579899762308,Mastercard,500,Active,2025-06-28
62,33,4568862279019102,Visa,5000,Active,2016-08-29
63,33,4802735794146772,Mastercard,1000,Active,2022-07-20
64,33,4763396711026261,Mastercard,500,Active,2016-11-05
65,34,4218826522491727,Mastercard,2500,Active,2025-09-05
66,34,5566489465282614,Mastercard,500,Active,2023-01-31
67,34,2273107169584298,Visa,2500,Active,2022-11-13
68,35,4895889899658633,Mastercard,5000,Active,2025-07-27
69,35,2720699050579923,Visa,2500,Active,2024-12-22
70,36,2716866468877431,Visa,1000,Active,2015-06-23
71,36,4247638923697405,Visa,2500,Active,1986-06-17
72,37,5255390776755916,Visa,2500,Active,2024-12-09
73,38,2267697416974704,Visa,5000,Stolen,2006-02-02
74,39,4767448690218413,Mastercard,1000,Active,2022-04-15
75,40,4390115412672442,Mastercard,500,Active,2014-09-08
76,40,2712383253223015,Mastercard,2500,Active,2022-10-02
77,41,4508448834976268,Mastercard,5000,Active,2006-12-07
78,41,4363403159417160,Visa,5000,Active,2003-12-14
79,41,4977926747932744,Mastercard,1000,Active,2009-08-20
80,42,4758406829475768,Visa,1000,Active,2024-11-22
81,42,5599984477467733,Visa,5000,Active,2024-03-26
82,42,4250344466995140,Mastercard,500,Active,2025-09-22
83,43,4377076435904641,Mastercard,5000,Active,2015-04-28
84,44,4261824282006278,Mastercard,20000,Active,2025-07-13
85,45,4863044445098193,Mastercard,500,Active,2022-10-20
86,45,4124597494399635,Visa,1000,Active,2025-03-27
87,46,4714088578794434,Mastercard,5000,Active,2024-04-12
88,46,4403764742072883,Visa,2500,Active,2018-11-16
89,47,4801705391809818,Visa,500,Active,2017-08-07
90,48,5124717813045522,Mastercard,500,Stolen,2020-07-21
91,48,5383770835750203,Mastercard,1000,Active,1996-06-09
92,48,4364529360140925,Visa,500,Active,2014-06-24
93,49,4196806653214136,Mastercard,1000,Active,2015-06-20
94,49,2241418898994552,Visa,500,Active,2016-03-08
95,50,4694044519382247,Visa,1000,Active,2005-03-11
96,51,4527113094553713,Mastercard,5000,Active,2023-04-20
97,52,2711838270134892,Visa,500,Active,2014-02-17
98,52,2296619474264500,Mastercard,2500,Active,2018-11-24
99,52,2329291511893948,Mastercard,10000,Active,1996-02-22
100,53,2297869109133740,Mastercard,500,Active,2018-09-10
101,53,4377338384735420,Mastercard,1000,Active,2014-05-30
102,53,4615290926820321,Visa,500,Active,2024-09-09
103,54,4425683698496652,Mastercard,5000,Active,2025-03-06
104,54,2523348814401375,Mastercard,10000,Active,2025-02-16
105,54,4731615137052596,Visa,2500,Active,2024-09-23
106,55,4947440626611897,Visa,1000,Active,2021-06-27
107,56,4623901800072405,Visa,500,Active,2025-08-18
108,57,2260522726546637,Visa,500,Active,2024-11-17
109,57,5520050090654638,Mastercard,10000,Active,2024-02-02
110,57,5290439935850410,Mastercard,20000,Active,2022-10-22
111,58,4822145199968349,Mastercard,1000,Active,2021-04-30
112,58,2372379653962294,Visa,2500,Active,1977-08-29
113,59,2269854727548564,Visa,20000,Active,2025-08-01
114,59,5531997646443220,Mastercard,10000,Active,2024-09-27
115,60,4918486791813367,Mastercard,500,Active,2012-09-23
116,61,2353605910303119,Mastercard,2500,Active,2021-09-06
117,61,4903119114061235,Visa,500,Stolen,2023-07-04
118,61,4649623996359608,Visa,500,Active,2009-11-04
119,62,4259410684759559,Mastercard,5000,Active,2025-08-07
120,63,2290100499768656,Mastercard,500,Active,2023-06-11
121,63,2240977863179193,Visa,10000,Active,2022-10-25
122,63,2227426045576618,Mastercard,1000,Active,2024-09-23
123,64,5140153120206336,Visa,5000,Active,2023-06-29
124,64,4406876863834052,Mastercard,500,Active,2014-06-11
125,64,4192671210990907,Visa,500,Active,2011-04-27
126,65,2261846575599309,Visa,10000,Active,2025-03-27
127,66,5458827869862906,Mastercard,500,Active,2018-09-08
128,67,4490313332402805,Visa,2500,Stolen,2025-03-24
129,67,4858162783444683,Mastercard,500,Active,2019-07-12
130,68,4587591139194022,Mastercard,1000,Active,2025-08-17
131,68,4137161718811894,Mastercard,2500,Active,2024-12-24
132,68,4128553615478044,Mastercard,1000,Active,2024-12-14
133,69,4962240503202707,Visa,500,Active,2024-03-21
134,69,2505419314503812,Visa,5000,Active,2021-12-30
135,69,2226381340985462,Visa,2500,Active,2021-12-29
136,70,2712071365627856,Visa,1000,Active,2023-07-24
137,71,2700911780540123,Mastercard,500,Active,2025-06-12
138,71,4658827086152629,Mastercard,500,Active,2025-09-19
139,71,4269980060949196,Visa,500,Active,2025-09-22
140,72,4572563684398438,Visa,5000,Active,2025-07-10
141,72,4197575628961605,Visa,5000,Active,2025-08-12
142,72,4733945018564411,Visa,2500,Active,2024-05-23
143,73,4858453273923652,Mastercard,5000,Active,2019-03-15
144,73,5559040869938803,Visa,2500,Active,2019-02-19
145,74,4484832020358167,Visa,1000,Active,1988-01-27
146,74,4163824498602703,Visa,1000,Active,2020-06-11
147,75,5321579527344034,Visa,2500,Active,2016-04-23
148,75,2720523921109183,Visa,5000,Active,2017-06-05
149,76,2247256560859602,Visa,1000,Active,2013-11-09
150,76,4504378205721718,Visa,5000,Active,2016-09-30
151,76,4507800164647029,Visa,20000,Active,2021-01-26
152,77,4369393141269528,Mastercard,500,Active,2002-08-27
153,77,4438319258461001,Visa,500,Active,2010-03-23
154,78,4338898483020790,Mastercard,10000,Active,2013-11-20
155,78,4650041602401365,Visa,20000,Active,2002-02-28
156,79,5538482424062198,Mastercard,500,Active,2019-10-01
157,79,2719889664387689,Visa,500,Active,2020-04-26
158,80,2221996747274783,Visa,1000,Active,2009-08-07
159,80,2260383711693383,Visa,1000,Active,2007-01-08
160,80,2711151512017036,Visa,500,Active,2008-10-08
161,81,2717830141217265,Visa,10000,Active,2023-08-20
162,82,5183800984431313,Visa,10000,Active,2019-07-15
163,83,4954822832540517,Visa,500,Active,2023-01-25
164,83,5442627960494347,Mastercard,1000,Active,2016-11-27
165,83,5367465668835862,Visa,500,Active,2022-11-24
166,84,2720778780213290,Visa,5000,Active,2016-04-15
167,84,4077051493384864,Mastercard,500,Active,2017-10-23
168,84,4149475139935025,Visa,20000,Active,2018-04-26
169,85,4191477258197376,Visa,1000,Active,2003-04-12
170,86,2701627180020529,Visa,5000,Active,2020-01-10
171,86,5115347018896866,Mastercard,1000,Active,2022-04-12
172,87,4027555201517301,Mastercard,1000,Active,2021-09-21
173,87,4361216608469968,Visa,20000,Active,2016-05-10
174,88,2671475940123852,Mastercard,1000,Active,2023-12-28
175,88,4416979718722619,Visa,1000,Active,2025-09-17
176,88,2249188702722836,Mastercard,1000,Active,2025-02-25
177,89,2294527991708127,Visa,5000,Active,2024-09-15
178,89,2712732256184592,Mastercard,10000,Active,2025-07-29
179,90,5297854234889161,Mastercard,1000,Active,2018-10-20
180,91,4647176664750923,Mastercard,20000,Active,2011-07-01
181,92,4630023732122108,Mastercard,10000,Active,2024-07-20
182,93,5502865408191433,Visa,500,Active,2025-07-12
183,93,4319291856179380,Mastercard,1000,Active,2025-02-25
184,94,4065358388373553,Visa,10000,Active,2021-12-26
185,94,4862154879196305,Mastercard,500,Active,2020-09-01
186,94,2623972417795039,Visa,500,Active,2020-09-10
187,95,2703363695178127,Visa,500,Active,2025-06-08
188,95,4114144360363742,Visa,5000,Active,2025-03-19
189,95,2246024040396962,Mastercard,1000,Active,2025-03-29
190,96,2285670352023479,Mastercard,2500,Active,2025-09-17
191,96,5109335786690742,Visa,2500,Active,2025-02-09
192,97,2235855584009419,Visa,1000,Stolen,2025-04-16
193,97,2241728389779910,Mastercard,5000,Active,2018-07-31
194,98,2241415556327570,Mastercard,5000,Active,1996-09-17
195,99,4192659056427597,Visa,1000,Active,2022-04-17
196,100,4875676285035805,Visa,2500,Active,2025-02-11
197,100,2271901843238285,Mastercard,2500,Active,2024-07-17
198,101,2612775926365613,Visa,500,Active,2017-03-05
199,101,2572458214010971,Mastercard,1000,Active,1970-03-14
200,102,4290080188971793,Visa,1000,Stolen,2009-06-04
201,102,2711658391442952,Mastercard,2500,Active,2011-01-24
202,102,4199224085272929,Mastercard,500,Active,2016-07-14
203,103,2269763480612626,Mastercard,2500,Active,2025-04-25
204,103,2271522488889008,Visa,500,Active,2021-04-25
205,103,4847829052802551,Mastercard,500,Active,2024-03-07
206,104,4555376886442891,Mastercard,5000,Active,2016-03-13
207,105,5345974915756844,Visa,1000,Stolen,2024-01-30
208,105,4768682152406368,Mastercard,500,Active,2022-04-18
209,105,2461986251008692,Visa,500,Active,2024-10-27
210,106,4627460156918584,Visa,1000,Active,2014-12-12
211,106,4940544911673343,Mastercard,1000,Active,2017-12-13
212,106,2720148172811988,Visa,1000,Active,2014-03-26
213,107,2636701997498911,Mastercard,20000,Active,2016-12-11
214,108,4307628131465932,Visa,1000,Active,2025-07-10
215,108,4832970954160057,Visa,2500,Active,2024-01-23
216,108,5197477540883453,Mastercard,1000,Active,2023-12-23
217,109,4061931345171288,Visa,2500,Active,2025-03-07
218,110,5167370147896307,Visa,10000,Active,2018-03-30
219,110,4906338069961937,Visa,2500,Active,2021-08-08
220,110,5536714930191703,Mastercard,2500,Active,2005-09-19
221,111,4234096236292114,Visa,1000,Active,2024-03-05
222,111,4533594761493014,Mastercard,500,Active,2018-10-12
223,111,2260001951935518,Visa,1000,Active,2017-11-18
224,112,4451007020606829,Mastercard,20000,Active,2020-06-12
225,112,4102742028922587,Visa,1000,Active,2023-03-04
226,113,2225168881437891,Visa,500,Active,2025-09-25
227,113,4038378179013220,Visa,500,Active,2025-07-22
228,114,2431781511508228,Visa,500,Active,2022-01-16
229,115,2289202108607862,Visa,2500,Active,2019-01-26
230,115,4196815652623957,Visa,500,Active,2020-11-09
231,116,2221307124270065,Mastercard,10000,Active,2020-08-27
232,116,2298951155815799,Visa,1000,Active,2021-09-03
233,116,4179916523461972,Mastercard,1000,Active,2025-07-21
234,117,2421913247923965,Mastercard,1000,Active,1988-04-13
235,117,2222988718877743,Mastercard,5000,Active,1996-04-25
236,117,2280115338115333,Mastercard,500,Active,1994-07-15
237,118,4722388212627788,Mastercard,500,Active,2016-06-10
238,119,5539690341178819,Visa,2500,Active,2023-09-22
239,119,4738789920789541,Mastercard,500,Active,2014-08-06
240,119,2274014514543780,Visa,1000,Active,2013-09-11
241,120,2536279730617361,Mastercard,10000,Active,2021-02-27
242,120,4407594374928250,Mastercard,500,Active,2021-12-19
243,120,5574868676470391,Visa,10000,Active,2019-06-28
244,121,4082855669953333,Mastercard,2500,Active,2002-05-04
245,121,4567466636889735,Visa,500,Active,2021-06-15
246,121,2233013595377399,Visa,500,Active,2021-07-04
247,122,4486533020711490,Mastercard,2500,Active,1994-12-01
248,122,2258842578868861,Mastercard,5000,Active,1992-09-26
249,122,2283355266996588,Mastercard,2500,Active,2009-12-29
250,123,2348873462756559,Visa,2500,Active,2021-08-03
251,123,4387567088304707,Visa,10000,Stolen,2025-07-04
252,123,2716198608531235,Mastercard,1000,Active,2021-02-24
253,124,4853848723974657,Visa,1000,Active,2021-04-17
254,124,4887021184079453,Mastercard,1000,Stolen,2023-10-07
255,124,4342239041428064,Mastercard,10000,Active,2021-04-20
256,125,2702305011512761,Mastercard,10000,Active,2024-09-11
257,126,4130320716384729,Visa,2500,Active,2024-08-17
258,126,2317973865431193,Mastercard,20000,Active,2021-01-31
259,126,4695241216982670,Visa,10000,Active,2008-12-15
260,127,2286983428778391,Mastercard,1000,Active,2021-01-14
261,127,2590939872843454,Visa,500,Active,2016-12-23
262,127,4307420944060666,Visa,500,Active,2007-12-20
263,128,4541800082313876,Visa,500,Active,2024-03-08
264,128,4983354371209663,Visa,500,Active,2021-11-13
265,128,4181244018838216,Mastercard,500,Active,2022-01-22
266,129,4378766478860408,Visa,2500,Active,2017-03-20
267,129,4443935029970971,Mastercard,1000,Active,2023-11-25
268,129,4672456584787959,Visa,500,Active,2021-11-07
269,130,4913588667267282,Visa,1000,Active,2016-10-07
270,130,4966650629059631,Visa,2500,Active,2006-03-24
271,130,4294988837650590,Mastercard,2500,Active,2015-06-16
272,131,2268969244586441,Mastercard,500,Active,1992-02-25
273,132,2720440627278800,Mastercard,5000,Active,1992-11-24
274,133,2241954899426079,Mastercard,10000,Active,2011-02-12
275,133,4612231158893555,Visa,5000,Active,2023-02-03
276,134,4174541804121379,Mastercard,20000,Active,2023-08-27
277,135,2477237274439643,Visa,2500,Active,2007-11-16
278,135,2269671416419166,Mastercard,2500,Active,2007-04-12
279,136,2273619614084211,Mastercard,500,Active,2023-05-19
280,137,4035411112694583,Mastercard,5000,Active,2024-12-22
281,137,2720984715811469,Visa,20000,Active,2025-06-03
282,138,2715176146432307,Mastercard,20000,Active,2021-11-09
283,138,5260535693391806,Visa,20000,Active,2015-11-07
284,139,4509602979885309,Visa,500,Stolen,2007-11-12
285,140,5194974408654128,Visa,5000,Active,2025-09-24
286,140,4440219896016355,Visa,500,Active,2025-07-06
287,140,4324199293254455,Mastercard,500,Active,2025-09-08
288,141,4702195765855847,Mastercard,10000,Active,2025-09-18
289,141,5257973115788256,Mastercard,5000,Active,2025-08-18
290,142,2283267660304188,Visa,1000,Active,2025-01-26
291,142,4183515744527274,Mastercard,2500,Active,2024-08-18
292,143,5114786617811019,Visa,1000,Active,2023-07-17
293,143,5144929874357946,Mastercard,500,Active,2024-06-12
294,144,4292594824048640,Mastercard,1000,Active,2018-06-17
295,144,5569430967436537,Visa,1000,Active,1987-08-09
296,144,4356805288024007,Visa,2500,Active,1998-04-25
297,145,2703863958964907,Visa,500,Active,2018-08-10
298,145,5416212323284990,Mastercard,1000,Active,2022-03-18
299,145,4356088171502039,Visa,10000,Active,2021-01-10
300,146,2720187853616951,Visa,10000,Active,2020-11-28
301,146,4141654628499143,Visa,500,Active,2015-01-17
302,146,2284800535196337,Visa,1000,Active,2015-10-13
303,147,2708246193754249,Visa,1000,Active,2021-06-02
304,147,4744054195839519,Visa,5000,Stolen,2023-06-09
305,148,5177384554642680,Visa,500,Active,2009-08-21
306,148,4236684676129876,Mastercard,500,Active,2019-02-28
307,148,2625002655587423,Mastercard,1000,Active,2017-10-07
308,149,4250828720476046,Mastercard,2500,Active,2025-08-17
309,150,2296395830010297,Mastercard,2500,Active,2024-11-19
310,151,2232843826457516,Mastercard,5000,Active,2024-07-03
311,151,4421135873440173,Visa,1000,Active,2025-08-28
312,152,2716127144324375,Mastercard,1000,Active,2023-08-06
313,153,4426159079499457,Mastercard,500,Active,2024-09-29
314,153,5266184436914444,Visa,500,Active,2025-02-02
315,153,5237594555822879,Visa,500,Active,2024-08-12
316,154,4352189879472980,Mastercard,10000,Active,2023-10-13
317,155,4700458006613819,Visa,2500,Active,2020-03-10
318,155,2487879837586473,Mastercard,20000,Active,2023-03-06
319,155,2225016275182146,Mastercard,2500,Active,2013-09-12
320,156,4461048659064425,Mastercard,500,Active,2023-01-02
321,157,2259463159526999,Mastercard,500,Active,2018-10-09
322,157,2243945533427950,Visa,500,Active,2021-08-29
323,158,4189278475083496,Visa,2500,Active,2024-12-11
324,158,2274055763564779,Visa,2500,Active,2024-12-02
325,159,4690204511922929,Visa,2500,Active,1996-03-14
326,159,4355793835996524,Mastercard,500,Active,1998-03-24
327,160,4062699979701295,Visa,10000,Active,2015-08-06
328,161,4995469906888157,Mastercard,500,Stolen,2025-06-27
329,161,4263519048842796,Mastercard,1000,Active,2025-05-09
330,161,4147754097352379,Visa,500,Active,2025-02-14
331,162,5514862475347747,Visa,500,Active,2012-08-04
332,162,2720543801836796,Visa,1000,Active,2013-04-13
333,163,2717029338528481,Mastercard,500,Active,2020-12-15
334,163,2231703220723684,Mastercard,10000,Active,2007-06-14
335,163,2233995721561005,Visa,2500,Active,2013-07-25
336,164,4796588669696217,Visa,500,Stolen,2018-09-30
337,164,2526180754671833,Mastercard,5000,Active,2022-03-31
338,165,4073123193911736,Visa,500,Stolen,2022-12-17
339,165,4956609766326007,Mastercard,10000,Active,2018-09-13
340,166,4149225514188272,Visa,500,Active,2023-04-22
341,167,4371023274969588,Visa,500,Active,2025-09-22
342,167,2224545265619239,Mastercard,2500,Active,2025-09-21
343,167,4667452177930590,Visa,1000,Active,2025-09-28
344,168,2453564654783920,Mastercard,10000,Active,2025-03-01
345,168,4992319164802387,Visa,500,Active,2022-09-16
346,169,2285669513132294,Visa,1000,Active,1990-11-17
347,169,2293115487418897,Mastercard,1000,Active,1996-07-01
348,169,2250731049674735,Mastercard,1000,Active,2009-07-25
349,170,2264994011752582,Visa,2500,Active,2020-12-15
350,170,4661891225532765,Mastercard,2500,Active,2013-08-11
351,170,4792456280266550,Mastercard,1000,Active,2022-03-12
352,171,4320225992863207,Mastercard,20000,Active,2025-04-20
353,171,2276687196518960,Mastercard,500,Active,2022-02-23
354,171,4250526366007535,Visa,2500,Active,2021-03-05
355,172,2618684214168743,Visa,500,Active,2024-11-10
356,172,4190502145720410,Visa,1000,Active,2024-12-08
357,173,4062779148468859,Visa,5000,Active,2023-12-29
358,173,4227873658115406,Visa,500,Active,2025-05-26
359,174,2703373237546608,Visa,10000,Active,2025-02-10
360,174,5444026164426239,Mastercard,10000,Active,2024-12-21
361,175,4762047943255456,Mastercard,500,Active,1976-12-10
362,175,2255043367054994,Visa,2500,Active,2001-07-23
363,175,4683074577508600,Visa,500,Active,1999-06-29
364,176,2288527040320583,Mastercard,1000,Active,2024-03-06
365,176,2529279903016127,Mastercard,2500,Active,2024-03-13
366,177,2719395024359657,Mastercard,500,Active,2009-11-10
367,177,2427965172105822,Mastercard,1000,Active,2015-03-21
368,177,2273104562702692,Mastercard,10000,Active,2021-01-21
369,178,2719239914597275,Mastercard,1000,Active,2015-06-01
370,179,4362231392205642,Visa,500,Active,2023-08-14
371,179,5533365727927115,Mastercard,1000,Active,2023-04-19
372,179,4236539980619386,Mastercard,10000,Active,2016-11-02
373,180,4308840458878998,Mastercard,10000,Active,2024-08-31
374,180,2236020181093626,Visa,1000,Active,2024-11-21
375,181,4142555070637339,Mastercard,1000,Active,2025-08-09
376,181,4490686089811744,Mastercard,500,Active,2025-08-07
377,182,2693538899512344,Visa,1000,Active,2024-06-16
378,182,2268535007545567,Mastercard,1000,Active,2022-12-23
379,183,4235942435934718,Mastercard,500,Active,2019-03-13
380,184,2233856350387387,Visa,500,Active,2013-12-18
381,185,4406987798999298,Mastercard,10000,Active,2025-04-17
382,185,5132331784375817,Visa,1000,Active,2025-04-05
383,185,4307672237761646,Visa,2500,Active,2025-04-04
384,186,2641684435175700,Mastercard,500,Active,2021-12-10
385,187,2284079555002598,Mastercard,500,Active,2018-07-26
386,187,2281270065357530,Visa,5000,Active,2004-04-24
387,187,4262013992058550,Visa,500,Active,2002-05-29
388,188,4011397452191306,Mastercard,2500,Active,2025-05-28
389,188,2490849265494511,Mastercard,1000,Active,2025-07-19
390,188,5344206218038153,Visa,5000,Active,2024-10-09
391,189,4946287695970246,Visa,1000,Active,2022-05-15
392,189,5102455226754150,Visa,500,Active,2023-01-31
393,189,4159709073378355,Visa,1000,Active,2020-08-17
394,190,5401874775169503,Visa,20000,Active,2019-11-16
395,190,2267760473061920,Mastercard,500,Active,2017-10-01
396,190,4558934825556713,Visa,1000,Active,2015-06-02
397,191,2263936384728088,Mastercard,1000,Active,2024-05-17
398,191,4682744438272932,Mastercard,1000,Stolen,2024-06-29
399,191,2321771507890113,Visa,1000,Active,2025-01-12
400,192,2701207972670110,Visa,1000,Active,2023-07-20
401,192,4059910807165479,Mastercard,500,Active,2023-06-01
402,193,2269265634502158,Mastercard,10000,Active,2015-02-19
403,194,4906112781926076,Mastercard,1000,Active,2024-05-06
404,194,2718658037984345,Mastercard,500,Active,2025-02-06
405,195,4175253838677488,Mastercard,5000,Active,2025-09-17
406,195,2243363366730765,Visa,5000,Stolen,2025-06-29
407,196,4406777397728960,Mastercard,1000,Active,2024-02-17
408,197,2283372137697774,Mastercard,500,Active,2021-05-16
409,198,2251984449693842,Visa,2500,Active,2015-12-14
410,198,4087406396777812,Mastercard,500,Active,2024-08-06
411,198,4367956063897740,Mastercard,1000,Active,2014-04-02
412,199,5292385815969556,Visa,1000,Active,2022-01-22
413,200,4840074547647678,Mastercard,1000,Active,2012-08-03
414,200,2323537087395460,Mastercard,2500,Active,1996-04-07
415,201,2720801883332864,Mastercard,500,Active,2021-03-11
416,202,4449869787485670,Mastercard,1000,Active,2023-11-16
417,203,2576856496145140,Mastercard,1000,Active,2024-08-06
418,203,2355371482744697,Visa,2500,Active,2023-10-17
419,204,4860235291502188,Visa,500,Active,2020-01-25
420,205,4009545250431738,Visa,2500,Active,2022-03-17
421,206,5355354516607893,Visa,1000,Active,2018-04-30
422,206,5517229342413093,Visa,2500,Active,2018-04-01
423,207,2264411466889348,Mastercard,500,Active,2025-02-11
424,207,4491885276126945,Mastercard,2500,Active,2021-05-05
425,208,2286990291192949,Mastercard,10000,Active,2025-04-29
426,208,5265906096227357,Visa,10000,Active,2021-11-01
427,208,4448194132656425,Mastercard,20000,Active,2024-10-19
428,209,4337282769988197,Mastercard,1000,Active,1987-07-18
429,210,5323992270510388,Visa,500,Active,2025-07-29
430,210,4506230930785021,Visa,2500,Active,2022-12-14
431,210,4621705204064781,Mastercard,500,Active,2022-07-05
432,211,2297033444333008,Mastercard,500,Active,2023-08-21
433,211,5248119420054958,Mastercard,500,Active,2023-10-17
434,212,2708341133680834,Mastercard,1000,Active,2025-03-22
435,212,2296814057215066,Mastercard,2500,Active,2025-07-09
436,212,2272276621826109,Mastercard,2500,Active,2024-09-01
437,213,4325135222852810,Visa,500,Stolen,2015-06-17
438,214,5162939234922278,Visa,1000,Active,2011-03-03
439,215,2235989190462892,Visa,1000,Stolen,2022-08-31
440,215,4792298006033140,Visa,500,Active,2023-11-15
441,216,5438629157789832,Mastercard,1000,Active,2017-06-19
442,217,4284190391029160,Visa,1000,Active,2017-06-11
443,217,2704064462942203,Visa,20000,Active,2018-12-05
444,217,5590280724951101,Visa,2500,Active,2023-10-31
445,218,4929731829390822,Visa,500,Active,2025-09-19
446,219,5214662890854241,Visa,500,Active,2025-03-22
447,219,4084007380726444,Mastercard,500,Active,2025-02-07
448,220,4340961803838071,Visa,500,Active,2023-12-05
449,220,2719465581423525,Mastercard,500,Active,2024-07-06
450,221,2297781174012719,Visa,10000,Active,2024-06-07
451,221,4125133124176968,Mastercard,500,Active,2025-02-15
452,222,2715513231808134,Visa,10000,Active,2019-12-08
453,222,2279622097493713,Mastercard,500,Active,2016-07-16
454,223,2249851529293816,Visa,2500,Active,2021-06-02
455,223,5278326306622708,Visa,10000,Active,2019-04-09
456,224,4066413864206907,Visa,500,Active,2024-09-16
457,225,2720302161715722,Visa,1000,Active,2019-12-11
458,225,4095365971351288,Mastercard,500,Active,2018-03-06
459,225,2278043685805187,Visa,500,Active,2017-04-24
460,226,2707333990755305,Visa,1000,Active,2025-06-09
461,227,4759531603125534,Visa,2500,Active,2007-04-29
462,228,4863304887619785,Visa,2500,Active,2019-01-11
463,228,2701032850073504,Mastercard,10000,Active,2016-11-20
464,229,2288580445355696,Visa,1000,Active,2025-02-28
465,229,2720676771179910,Mastercard,1000,Active,2025-03-14
466,230,4492256086479446,Mastercard,500,Active,2006-03-13
467,230,4668948977535710,Visa,500,Active,2017-04-20
468,231,5283319019471359,Visa,500,Active,2011-11-27
469,231,2709309587454211,Visa,2500,Active,2018-12-31
470,232,5477610789041174,Visa,1000,Active,2021-09-29
471,232,4489694572649871,Visa,1000,Active,2011-09-15
472,233,2455215413085879,Visa,500,Active,2025-09-14
473,233,2570524201027716,Visa,2500,Active,2025-08-06
474,234,4704570923018637,Mastercard,500,Active,2014-11-14
475,235,2517444578074975,Visa,1000,Active,2011-10-24
476,236,4695723225758670,Mastercard,2500,Active,2019-07-03
477,236,2290190693149100,Visa,2500,Active,2013-10-10
478,237,4699720955201042,Visa,500,Active,2024-11-30
479,238,4008509795419393,Mastercard,5000,Active,2025-07-18
480,238,4347695862762763,Visa,500,Active,2025-06-29
481,238,4927630616683997,Mastercard,1000,Active,2025-07-06
482,239,2263122610662751,Mastercard,500,Active,2016-04-07
483,240,2720298422267125,Mastercard,1000,Active,1996-04-18
484,240,5119139528914388,Visa,20000,Active,1996-10-01
485,241,4990659395333518,Mastercard,1000,Active,2024-03-16
